alim_ssgrp_nom_fr,alim_nom_fr,kCal,Prot,Glucides,Lipides,Sucre,Fibres,Acides organiques,Acides gras satur,Ca,Cu,Fe,I,Mg,Mn,P,K,Se,Na,Zn,Beta-carotene,E,C,B1,B2,B3,B5,B6,B9
sauces,"Sauce carbonara, préemballée",160,"5,17","4,7","12,8",1,"2,65",traces,"8,25",-,-,-,-,-,-,-,-,-,590,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce chasseur, préemballée","38,8","1,21","4,66","1,61",-,"0,43",traces,-,"4,6",-,"0,17",-,"3,91",-,-,"78,2",-,410,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce au curry, préemballée","77,4","1,02","10,6","3,16","5,83","1,28",traces,"2,11","22,4","0,2","0,5",10,"11,9","0,2","11,1",139,< 5,447,"0,2",-,"2,8","1,05","0,08",-,"0,3","< 0,16","0,14","22,9"
sauces,"Sauce au beurre blanc, préemballée",174,"0,93","4,58","16,8","1,1","0,37",traces,"10,7",-,-,-,-,-,-,-,-,-,480,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce béchamel, maison",147,"3,84","8,97","10,6","4,38","0,2",traces,"2,85",118,"0,016","0,33",-,14,"0,043",98,156,-,354,"0,41",21,"0,29","0,8","0,069","0,19","0,4","0,33","0,04",5
sauces,"Sauce au beurre, préemballée",192,"2,2","5,2","17,9",1,1,traces,"12,1","26,3","< 0,1","0,25",2,"4,3","< 0,1",24,"55,8",-,543,"0,1",-,"0,47","< 0,5","0,073","0,04","< 0,16","< 0,16","0,044",22
sauces,Sauce à la crème,"78,8","1,28","5,9","5,51","0,65","0,24",traces,"2,82","22,1","0,026","0,47","12,8","5,4","0,057",25,"44,4","0,21",560,"0,12","10,1","0,42","0,042","0,013","0,11","0,3","0,054","0,022","4,2"
sauces,"Sauce aux champignons, préemballée","98,8","3,2","6,3","6,26","2,2","2,25",traces,-,"17,3","< 0,1","0,7",9,"6,8","< 0,1","38,4",90,-,360,"0,26",-,"0,59","< 0,5","0,27","0,06","1,3","0,2","0,033",28
sauces,Sauce à la crème aux épices,"80,7","1,25","6,2","5,5","0,7","0,7",traces,"2,79","28,2","0,043","0,82","12,6","9,2","0,32","28,1",70,"0,54",550,"0,17",13,"0,42","0,3","0,015","0,11","0,35","0,05","0,03","4,6"
sauces,Sauce à la crème aux herbes,"75,2","1,25","5,2","5,38","0,69","0,5",traces,"2,74",31,"0,032","0,88","12,6",7,"0,11","26,5",63,"0,23",544,"0,15",145,"0,46","4,2","0,017","0,12","0,33","0,06","0,03","8,9"
sauces,"Sauce aigre douce, préemballée",-,"0,55","20,1","0,2","15,9","0,97",-,"0,063",13,"0,14","0,6","1,9",12,"0,12",15,48,"0,4",406,"0,11",0,"1,29",6,"0,03","0,03","0,53","0,11","0,07",11
sauces,Sauce au vin rouge,-,"0,93",7,"2,14","0,84","0,42",-,"1,23","12,3","0,045","0,72","13,2","7,97","0,081","19,5",126,"0,21",691,"0,12",134,"0,28",1,"0,014","0,12","0,45","0,067","0,037","8,25"
sauces,"Sauce basquaise ou Sauce aux poivrons, préemballée","63,1","1,17","7,41","2,71","4,46","2,09","0,078","0,49",-,-,-,-,-,-,-,-,-,460,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce tomate aux champignons, préemballée","67,1","1,79","7,78","2,68","4,58","2,35",traces,"0,26",12,"0,07","0,44",< 20,14,"0,15",32,150,< 20,410,"0,18",1070,"2,07","8,54","0,03","0,02","2,22","0,16","0,062","34,5"
sauces,"Sauce tomate aux olives, préemballée",108,"1,41","7,5","7,32","3,68","3,34",traces,"0,88",30,"0,09","0,96",< 20,"9,1","0,11",30,160,< 20,738,"0,17",1720,"3,72","3,75","0,025","0,01","3,26","0,41","0,06","16,5"
sauces,"Sauce pesto, préemballée",370,"3,94","6,6","35,4","3,2","2,5","1,39","4,39",150,"0,28","0,59",< 20,36,"0,38",94,200,< 20,1060,"0,66",831,"17,9","92,6","0,047","0,097","0,59","0,31","0,073","25,8"
sauces,"Sauce au poivre, chaude, préemballée",160,1,"4,8","14,8","1,76","1,13","0,33","1,91",19,"0,02","0,43",< 20,"4,6","0,13",31,60,< 20,630,"0,16",< 5,"3,52",-,"0,31","0,039","0,16","0,2","0,013","11,3"
sauces,"Sauce au fromage pour risotto ou pâtes, préemballée",118,"3,11","4,24","9,53","0,68","1,4",traces,7,-,-,-,-,-,-,-,-,-,543,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce au roquefort, préemballée",128,"2,85","4,4","10,9","1,1","0,6",traces,"7,18",-,-,-,-,-,-,-,-,-,495,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce aux champignons et à la crème, préemballée","90,5","1,08","5,14","7,11","1,26","0,8",traces,"2,91",-,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce grand veneur, préemballée",103,"1,5","8,45",7,"6,6",traces,traces,"4,85",-,-,-,-,-,-,-,-,-,440,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce indienne type tandoori ou tikka masala, préemballée","86,7","2,6","14,3","1,7","12,3","1,9",traces,"0,35",-,-,-,-,-,-,-,-,-,930,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce tomate aux petits légumes, préemballée","66,8","1,54","7,57","2,9","5,22","2,12",traces,"0,35",-,-,-,-,-,-,-,-,-,389,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce tomate au fromage, préemballée",180,"3,94","8,09","14,2","4,6","2,41",traces,"3,83",-,-,-,-,-,-,-,-,-,516,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce pesto rosso, préemballée",305,"4,8","8,58",27,"2,75","4,15",traces,"3,95",-,-,-,-,-,-,-,-,-,775,-,-,-,-,-,-,-,-,-,-
sauces,Sauce chaude (aliment moyen),124,"2,56","7,05","9,1","2,63","0,91","0,056","3,79","68,8","0,045","0,35","17,9","9,97","0,076","43,6",115,,481,"0,27","98,7","1,51","5,44","0,038","0,12","0,4","0,21","0,044","9,2"
sauces,"Meloukhia, sauce, artisanale",-,"1,13","0,2",21,-,"8,4",-,-,"81,8",< 1,"1,9",< 10,"37,3",< 1,"7,1",179,< 5,378,< 1,83,"12,4",-,"< 0,05","0,09","< 0,05","0,27","< 0,05","28,4"
sauces,Sauce au chocolat,277,"3,8","26,2","16,8","24,1",3,traces,"10,9",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sauces,"Crème anglaise, préemballée",105,"3,44","16,7","2,5","12,9",1,traces,"1,55",110,"< 0,01","0,11",< 20,10,"< 0,01",91,140,< 50,"53,7","0,38","69,8","0,24","0,45","0,028","0,19","0,11","0,39","0,021","9,03"
condiments,"Cornichon, au vinaigre","26,8","1,18","1,3","0,29","0,68","1,9","3,5","0,13",64,"< 0,1","0,3",< 5,"14,3","0,1","29,1",147,"2,06",795,"0,26",2,"0,07","0,22","< 0,04","< 0,04","0,15","0,17","0,038","41,8"
condiments,Moutarde,152,"6,92","4,33","11,2","1,66",< 1,"1,82","0,76","86,3","0,082","1,83",3,"48,3","0,39",130,150,6,1860,"0,67",51,"0,36","0,3","0,11","0,048","0,57","0,19","0,071","7,5"
condiments,Vinaigre,"22,6","0,04","0,62","0,1","0,04",0,"5,9",0,9,"0,0075","0,37",< 5,"12,3","0,15",19,"54,8","0,1","13,1","0,015",0,0,"0,5",0,0,0,0,"0,001",0
condiments,Moutarde à l'ancienne,142,"6,6","2,2","9,9","2,2","4,5","3,02","0,61",110,"0,16","1,7",< 20,95,"0,57",210,200,70,1960,"1,1","29,3","1,18","< 0,5","0,22","0,044","0,94","0,21","0,018",18
condiments,"Câpres, au vinaigre",-,"2,25","3,5","0,86","0,41","3,6",-,"0,23",40,"0,37","1,67",-,33,"0,078",10,40,-,1620,"0,32",83,"0,88","4,3","0,018","0,14","0,65","0,027","0,023",23
condiments,Tapenade,-,"1,3","2,6",23,"0,2","3,7",-,"2,7",63,"0,15","4,3","4,5",20,"0,05",23,258,"2,2",1280,"0,4",162,"4,49","1,05",0,"0,09","1,1","0,02","0,02",0
condiments,Oignon au vinaigre,-,"0,56","2,5","0,2","1,98","1,8",-,0,24,-,"0,4",-,12,-,29,110,-,908,-,-,-,7,"0,03","0,03","0,2",-,"0,22","20,7"
condiments,Vinaigre de cidre,-,0,"0,93",0,"0,4",0,-,0,7,"0,008","0,2",-,5,"0,25",8,73,-,5,"0,04",0,0,0,0,0,0,0,0,0
condiments,Vinaigre balsamique,125,"0,69","25,8","< 0,6","19,1","0,5","5,16",0,18,"0,03","0,95",< 20,12,"0,19",24,160,< 20,27,"0,12",< 5,-,"< 0,5","< 0,015","< 0,01","< 0,1","0,072","1,71","5,5"
condiments,"Cornichon, aigre-doux",36,"1,25",5,"0,35",4,"1,5","1,6",0,-,-,-,-,-,-,-,-,-,386,-,-,-,-,-,-,-,-,-,-
condiments,"Olive noire, en saumure",-,"1,38","< 0,1","17,2",0,"6,2",-,"2,08",80,"0,18","8,5",< 20,16,"0,07","7,9",19,< 50,706,"0,14",265,"6,1","< 0,5","0,017","< 0,01","< 0,1","0,038","0,025",< 5
condiments,"Olive verte, en saumure",-,"1,25","0,38","14,8","0,33","5,2",-,"2,01",64,"0,12","0,17",< 20,12,"0,03","5,8",35,< 50,1110,"0,07",269,"5,21","0,67","< 0,01","< 0,01","< 0,1","0,031","0,015",< 5
condiments,"Olive noire, à l'huile (à la grecque)",332,"2,19","< 0,1","33,3",-,"11,6",traces,"4,02",110,"0,27","1,7",< 20,29,"0,28",60,320,< 50,3380,"0,62","12,2","2,57","0,62","0,058","0,05","0,19","0,17","0,048","5,83"
condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",-,"2,09","0,61","15,2","< 0,4","4,33",-,"2,63","66,8","0,23","0,3","27,7","11,2","< 0,1","14,8","32,9",< 5,1110,"0,11",-,"4,18","38,6","< 0,04","0,021","0,11","< 0,08","< 0,04","13,8"
aides culinaires,"Bouillon de boeuf, déshydraté",240,"10,2","19,7","13,3","3,95","0,65",traces,"7,03","32,7","0,12","0,35",< 5,"21,9","0,1",127,344,"4,6",13200,"0,32",-,"2,17",0,"1,38","0,23","2,09","0,48","0,29","76,3"
aides culinaires,"Fond de veau pour sauces et cuisson, déshydraté",343,"8,5","59,5","7,4","22,3","2,1",traces,"3,22",39,"0,06","0,68",< 20,30,"0,16",170,450,< 50,6660,"1,1",-,-,-,"2,19","0,29","4,23","0,87","0,13",223
aides culinaires,"Fond de volaille pour sauces et cuisson, déshydraté",341,"7,4","66,3","4,9","13,6","1,3",traces,"1,65",-,-,-,-,-,-,-,-,-,4990,-,-,-,-,-,-,-,-,-,-
aides culinaires,"Court-bouillon pour poissons, déshydraté",260,5,7,23,"4,5","2,5",traces,16,-,-,-,-,-,-,-,-,-,19000,-,-,-,-,-,-,-,-,-,-
aides culinaires,"Bouillon de volaille, déshydraté",233,"11,3","20,8","11,5","5,38","0,58",traces,"6,75",-,-,-,-,-,-,-,-,-,19800,-,-,-,-,-,-,-,-,-,-
aides culinaires,"Gelée au madère, déshydratée",248,"44,5",17,"0,2","1,25","0,1",traces,"0,1",66,-,"4,8",-,2,-,440,45,-,11500,-,-,-,-,-,-,-,-,-,-
aides culinaires,Gelée au madère,"11,3",2,"0,8","0,01","0,1","0,004",traces,"0,004",-,-,-,-,-,-,-,-,-,590,-,-,-,-,-,-,-,-,-,-
aides culinaires,"Préparation culinaire à base de soja, type ""crème de soja""",153,"3,25","2,03","14,7","1,6",0,"0,13","1,65",16,"0,11","0,47",< 20,19,"0,18",62,130,< 20,25,"0,37",< 5,"5,31",-,"0,02","< 0,01","< 0,1","0,14","0,048","16,5"
aides culinaires,"Fond de veau, préemballé","40,9","3,15","2,4","2,05","0,7","0,1",traces,1,-,-,-,-,-,-,-,-,-,340,-,-,-,-,-,-,-,-,-,-
aides culinaires,"Pizza, sauce garniture pour","38,5","2,12","3,2","0,73","3,2","4,17","0,8","0,1",50,-,"0,9",-,18,-,29,908,-,234,-,-,"2,9",7,"0,07","0,05","1,13","0,4","0,15",22
aides culinaires,"Bouillon de viande et légumes type pot-au-feu, déshydraté",213,"10,3","17,7","11,1","2,87","0,67",traces,"5,85",-,-,-,-,-,-,-,511,-,21600,-,-,-,-,-,-,-,-,-,10
aides culinaires,"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",212,"11,6","28,9","5,4","2,8",0,"0,48","1,4",23,"0,02","0,33",< 20,15,"0,08",100,300,< 20,19400,"0,17","42,7","1,98",-,"< 0,015","0,053","2,41","0,33","0,018","20,4"
aides culinaires,"Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté",197,"10,8","30,9","3,1","2,2",0,"0,69","1,08",34,"0,02","0,29",< 20,16,"0,07",140,600,< 20,19300,"0,21","44,7","0,98",-,"0,98","0,92","2,49","0,42","0,017","30,2"
sels,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",0,0,0,0,0,0,0,0,"13,3","0,15","0,29","1,8","3,15","0,12",8,"16,9","0,5",39100,"0,088",0,0,0,0,0,0,0,0,0
sels,Sel au céleri,49,"1,81","4,14","2,53",0,"1,19",0,-,-,-,-,-,-,-,-,-,-,35000,-,-,-,-,-,-,-,-,-,-
sels,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",0,0,0,0,0,0,0,-,"13,3",-,-,1860,"3,15",-,-,"16,9",-,39100,-,-,-,-,-,-,-,-,-,-
sels,"Fleur de sel, non iodée, non fluorée",0,0,0,0,0,0,0,-,171,-,-,-,424,-,-,103,-,37700,-,-,-,-,-,-,-,-,-,-
sels,"Sel marin gris, non iodé, non fluoré",0,0,0,0,0,0,0,-,181,-,-,< 200,503,-,-,"99,3",-,32200,-,-,-,-,-,-,-,-,-,-
sels,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100g (marin, ignigène ou gemme)",0,0,0,0,0,0,0,-,"13,3",-,-,1860,"3,15",-,-,"16,9",-,39100,-,-,-,-,-,-,-,-,-,-
épices,"Curry, poudre",301,"14,5","2,63",14,"2,63","53,2",traces,"1,65",525,"1,2","19,1","0,5",255,"8,3",367,1170,-,52,"4,7",11,"25,2","0,7","0,18","0,2","3,26","1,07","0,11",56
épices,"Gingembre, poudre",336,"9,05","58,3","4,24","3,39","14,1",traces,"2,6",114,"0,48","19,8",-,214,"33,3",168,1320,-,27,"3,64",18,0,"0,7","0,046","0,17","9,62","0,48","0,63",13
épices,"Poivre noir, poudre",330,"13,3","39,3","7,5","0,64","25,9",traces,"2,9",480,1,17,< 20,190,15,170,1600,< 20,"14,2","0,99",608,"1,93","< 0,5","0,12","< 0,01","0,46","1,82","0,23","21,8"
épices,"Poivre blanc, poudre",310,"11,4","48,3","2,11",-,"26,2",traces,"0,63",265,"0,91","14,3",-,90,"4,3",176,73,3,5,"1,13",-,-,21,"0,022","0,13","0,21",-,"0,1",10
épices,"Poivre gris, poudre",283,"12,1","38,7","3,26","0,64","25,3",traces,"1,39",443,"1,33","9,71",-,171,"12,8",158,1330,-,20,"1,19",310,"1,04",0,"0,11","0,18","1,14","1,4","0,29",17
épices,"Cannelle, poudre",243,"3,87","27,5","1,22","2,17","53,1",traces,"0,44",1000,"0,34","8,32",-,60,"17,5",64,431,"3,1",10,"1,83",112,"2,32","3,8","0,022","0,041","1,33","0,36","0,16",6
épices,"Coriandre, graine",346,"12,4",13,"17,8",-,"41,9",traces,"0,97",709,"0,98","16,3",-,330,"1,9",409,1270,-,35,"4,7",-,-,21,"0,24","0,29","2,13",-,-,0
épices,Safran,352,"11,4","61,5","5,85","42,4","3,9",traces,"1,59",111,"0,33","11,1",-,264,"28,4",252,1720,-,148,"1,09",318,"1,69","80,8","0,12","0,27","1,46",-,"1,01",93
épices,"Cumin, graine",427,"17,8","33,7","22,3","2,25","10,5",traces,"1,54",931,"0,87","66,4",-,366,"3,33",499,1790,-,168,"4,8",762,"3,33","7,7","0,63","0,33","4,58",-,"0,44",10
épices,Noix de muscade,507,"5,3","28,5","36,3","2,99","20,8",traces,"25,9",184,"1,03","3,04",-,183,"2,9",213,350,"1,6",16,"2,15",28,0,3,"0,35","0,057","1,3",-,"0,16",76
épices,Paprika,319,"14,1","19,1","12,9","10,3","34,9",traces,"2,14",229,"0,71","21,1",-,178,"1,59",314,2280,-,68,"4,33",-,"29,1","0,9","0,33","1,23","10,1","2,51","2,14",49
épices,Clou de girofle,335,"5,97","31,6",13,"2,38","33,9",traces,"3,95",632,"0,37","11,8",-,259,"60,1",104,1020,-,277,"2,32",45,"8,82","0,2","0,16","0,22","1,56","0,51","0,39",25
épices,"Laurier, feuille",353,"7,61","48,6","8,36","48,6","26,3",traces,"2,28",834,"0,42",43,-,120,"8,17",113,529,-,23,"3,7",3710,"1,79","46,5","0,009","0,42","2,01",-,"1,74",180
épices,Quatre épices,348,"6,09","50,5","8,69",-,"21,6",traces,"2,55",661,"0,55","7,06",-,135,"2,94",113,1040,-,77,"1,01",-,-,"39,2","0,1","0,063","2,86",-,"0,21",36
épices,"Pavot, graine",551,"19,7","13,7","43,1","2,99","14,8",traces,"4,69",1440,"1,63","9,58",-,339,"6,71",860,710,-,"23,5","9,05",-,"1,14",1,"0,85","0,14","0,94","0,32","0,4",82
épices,"Carvi, graine",334,"19,8","11,9","14,6","0,64",38,traces,"0,62",689,"0,91","16,2",-,258,"1,3",568,1350,-,17,"5,5",206,"2,5",21,"0,38","0,38","3,61",-,"0,36",10
épices,"Vanille, extrait alcoolique",240,"0,05","2,41",0,-,0,traces,-,-,"0,023","0,13",-,5,"0,48",22,98,-,4,"0,06",-,-,0,"0,008","0,071","0,32","0,026","0,019",0
épices,"Fenouil, graine",326,"15,7","12,5","14,9","12,5","39,8",traces,"0,48",1200,"1,07","18,5",-,385,"6,53",487,1690,-,88,"3,7",81,"2,72",21,"0,41","0,35","6,05",-,"0,47",0
épices,"Gingembre, racine crue","32,9","1,1","3,4","1,1",1,"2,7",traces,"0,09",11,"0,05","0,4",< 20,26,7,26,320,< 20,"6,3","0,24",43,"0,75","< 0,5","0,018","< 0,01","< 0,1","0,13","0,1","11,8"
épices,"Cardamome, poudre",321,"10,8","40,5","6,7",-,28,traces,-,383,"0,38",14,-,229,28,178,1120,-,18,"7,47",-,-,21,"0,2","0,18","1,1",-,"0,23",-
épices,"Fenugrec, graine",350,"27,1","33,8","6,41","8,7","24,6",traces,"1,46",176,"1,11","33,5",-,191,"1,23",296,770,-,67,"2,5",-,-,3,"0,32","0,37","1,64",-,"0,6",57
épices,Epice (aliment moyen),340,"12,1","37,6","9,9","2,31",26,0,"4,67",447,1,"16,3","9,73",186,"12,9",184,1390,"8,69","19,6","1,46",554,"2,87","2,77","0,14","0,083","1,12","1,71","0,31","30,2"
épices,Poivre de Cayenne ou piment de Cayenne,376,12,"29,4","17,3","10,3","27,2",traces,"3,26",148,"0,37","7,8",-,152,2,293,2010,-,30,"2,48",-,"29,8","76,4","0,33","0,92","8,7",-,"2,45",106
épices,"Curcuma, poudre",291,"9,68","44,4","3,25","3,21","22,7",traces,"1,84",168,"1,3",55,-,208,"19,8",299,2080,-,27,"4,5",-,"4,43","0,7","0,058","0,15","1,35","0,54","0,11",20
épices,"Vanille, extrait aqueux","57,7","0,03","14,4",0,"14,4",0,traces,0,3,"0,003","0,05",-,1,"0,001",0,-,-,3,"0,01",-,0,0,"0,003","0,029","0,13","0,011","0,008",0
herbes,"Ail, cru",-,"5,81","21,2","0,34","1,43","4,7",-,"0,075","80,5","0,3","1,6","0,9",25,"1,67",157,401,2,39,"1,16",5,"0,045","18,1","0,2","0,11","0,7","0,6","1,99","51,3"
herbes,"Cerfeuil, frais","37,9","3,21","3,63","0,6","0,6","2,55",traces,"0,22",273,"0,073","1,6","2,8",34,"1,7","40,6",597,"0,1",10,"1,1",traces,"2,9",37,"0,13","0,34","1,5","0,3","0,026",220
herbes,"Ciboule ou Ciboulette, fraîche","29,9","2,62","2,1","0,52","1,75","3,19",traces,"0,15","92,8","0,1","1,31","2,2","23,8","0,85","46,3",275,"0,35","11,5","0,45",1610,"0,99","39,7","0,065","0,12","0,57","0,19","0,12","78,3"
herbes,"Persil, frais","42,7","3,63","3,48","0,63","0,95","4,3",traces,"0,1",218,"0,12","4,67",< 5,"39,5","1,7",65,598,"0,1","54,3","0,77",5050,"1,73",177,"0,1","0,2","1,51","0,35","0,15",134
herbes,"Raifort, cru",-,"7,5",13,"0,7",-,"7,5",-,"0,11","93,7","0,23","1,3","0,9",25,"0,46","80,5",587,"0,2",6,"1,4",11,0,152,"0,14","0,11","0,6",-,"0,18",-
herbes,"Menthe, fraîche","57,7","3,54","5,3","0,84","5,3","7,4",traces,"0,22",221,"0,28","8,48",-,"71,5","1,15","66,5",514,"0,5","30,5","1,1",740,5,"22,6","0,08","0,22","1,33","0,29","0,14",110
herbes,"Basilic, frais","34,2","3,22","2,55","0,47","0,37","3,47",traces,"0,13",273,"0,39","5,24",-,64,"1,15",56,295,-,12,"0,81",3140,"0,8","14,5","0,034","0,076","0,9","0,21","0,16",68
herbes,"Romarin, frais",121,"3,31","6,6","5,86",-,"14,1",traces,"2,84",317,"0,3","6,65",-,91,"0,96",66,668,-,26,"0,93",-,-,"21,8","0,036","0,15","0,91","0,8","0,34",109
herbes,"Sauge, fraîche","36,7",4,"0,97","< 0,5","0,3",7,"0,34","< 0,01",230,"0,13","4,6",< 20,54,"1,9",57,510,< 20,"11,1","0,28",652,"1,46","< 0,5","0,14","0,09","< 0,1","0,68","0,14","72,1"
herbes,"Thym, frais",107,"5,56","10,5","1,68",-,14,traces,"0,47",405,"0,56","17,5",-,160,"1,72",106,609,-,9,"1,81",2850,"1,7",160,"0,048","0,47","1,82","0,41","0,35",45
herbes,Herbes aromatiques fraîches (aliment moyen),"49,6","3,55","4,18","0,81","2,01","5,7","0,00055","0,21",219,"0,22","6,1",,"57,3","1,37","64,9",507,"0,28","34,3","0,88",3210,"2,23",102,"0,08","0,21","1,29","0,32","0,16",104
herbes,"Estragon, frais",44,"3,8","4,1",traces,"1,2","6,2",traces,"0,6",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
herbes,"Aneth, frais","48,2","3,93","3,9","1,1","1,2","3,5",traces,"0,27",202,"0,22","5,5","3,9",28,"2,7","51,9",647,"2,7",27,"1,8",-,"1,7",70,"0,19","0,43","2,4","0,3","0,3",116
herbes,"Coriandre, fraiche","22,3","2,13","0,87","0,52","0,87","2,8",traces,"0,014",67,"0,23","1,77",-,26,"0,43",48,521,-,46,"0,5",3930,"2,5",27,"0,067","0,16","1,11","0,57","0,15",62
herbes,"Ail séché, poudre",344,"16,7","62,8","0,77","2,43","9,45",traces,"0,2","79,5","0,53","4,2",-,"67,5","0,98",416,1150,-,43,"2,81",0,"0,67","2,39","0,45","0,15","0,74","0,74","1,65",47
herbes,"Persil, séché",291,29,"16,8","5,34","7,27","29,7",traces,"1,38",658,"0,62",38,-,386,"5,57",492,4490,-,422,"5,78",1150,"8,96",137,"0,62","2,32","10,2","1,79","1,14",187
herbes,"Menthe, séchée",283,"19,9","22,2","6,03",-,"29,8",traces,"1,58",1490,"1,54","87,5",-,602,"11,5",276,1920,-,344,"2,41",-,-,0,"0,29","1,42","6,56","1,4","2,58",530
herbes,"Basilic, séché",244,23,"10,1","4,07","1,71","37,7",traces,"2,16",2240,"2,1","89,8",-,711,"9,8",274,2630,-,76,"7,1",378,"10,7","0,8","0,08","1,2","4,9","0,84","1,34",310
herbes,"Marjolaine, séchée",276,"12,7","20,3","7,04","4,09","40,3",traces,"0,53",1990,"1,13","82,7",-,346,"5,43",306,1520,-,77,"3,6",4810,"1,69","51,4","0,29","0,32","4,12",-,"1,19",274
herbes,"Origan, séché",265,9,"26,4","4,28","4,09","42,5",traces,"1,55",1600,"0,63","36,8",-,270,"4,99",148,1260,-,25,"2,69",1010,"18,3","2,3","0,18","0,53","4,64","0,92","1,04",237
herbes,"Romarin, séché",328,"4,88","21,5","15,2",-,"42,6",traces,"7,37",1280,"0,55","29,3",-,220,"1,87",70,955,-,50,"3,23",-,-,"61,2","0,51","0,43",1,-,"1,74",307
herbes,"Sauge, séchée",320,"10,6","20,4","12,8","1,71","40,3",traces,"7,03",1650,"0,76","28,1",-,428,"3,13",91,1070,-,11,"4,7",3490,"7,48","32,4","0,75","0,34","5,72",-,"2,69",274
herbes,"Thym, séché",285,"9,11","26,9","7,43","1,71",37,traces,"2,73",1890,"0,86",124,-,220,"7,87",201,814,-,55,"6,18",2260,"7,48",50,"0,51","0,4","4,94",traces,"0,55",274
herbes,"Herbes de Provence, séchées",283,"11,5",23,"7,2","18,5","40,1",traces,"1,88",1860,"1,06","69,8",15,304,"5,2",297,1970,"4,4",35,"5,47",-,"1,69",54,"0,33","0,34","6,03",0,"1,58",274
herbes,"Sarriette, séchée",264,"6,73",23,"5,91",-,"45,7",traces,"3,26",2130,"0,85","37,9",-,377,"6,1",140,1050,-,24,"4,3",-,-,50,"0,37",-,"4,08",-,"1,81",-
herbes,"Meloukhia, feuilles de corète séchées, en poudre",239,23,"12,7","1,8",-,40,traces,-,2000,"1,6",87,321,609,"12,5",307,3580,< 5,"67,9",3,2360,"2,8",-,"0,09","0,36","2,6","2,4","0,55","28,3"
algues,"Agar (algue), cru","28,4","0,54","6,25","0,03","0,28","0,5",-,"0,006",54,"0,061","1,86",-,67,"0,37",5,226,-,9,"0,58",0,"0,87",0,"0,005","0,022","0,055","0,3","0,032",85
algues,"Spiruline (Spirulina sp.), séchée ou déshydratée",388,"57,5","20,3","7,72","3,1","3,6",-,"2,65",120,"6,1","28,5",-,195,"1,9",118,1360,-,1050,2,342,5,"10,1","2,38","3,67","12,8","3,48","0,36",94
algues,"Wakamé (Undaria pinnatifida), séchée ou déshydratée",184,"14,1","5,7","2,51",-,"41,4",-,"0,3",1000,"0,23","17,2",19100,1110,"0,72",319,7140,"72,5",5170,"2,03",104000,"1,13",28,"0,34","0,78","6,39","0,16","0,18",237
algues,"Laitue de mer (Ulva sp.), séchée ou déshydratée",206,"15,9","13,8","2,03",-,"34,4",-,"0,36",1200,"1,31","78,9",9190,2780,"3,87",181,1950,"14,9",1970,"3,65",993,"1,95","54,6","0,13","0,25","8,59","0,15",-,53
algues,"Kombu royal (Saccharina latissima), séchée ou déshydratée",204,"10,3","23,6","1,07",-,"29,3",-,"0,25",801,"0,24","23,1",341000,834,"0,96",208,6250,521,3630,"2,3",-,"0,57","11,4","0,44","0,34",-,-,-,-
algues,"Nori (Porphyra sp.), séchée ou déshydratée",255,"31,5","10,5","1,63",-,"36,3",-,-,318,"1,06","37,2",5100,486,"3,94",518,1730,"51,2",1980,"4,52",-,"2,87","57,3","0,58","1,91","5,82","0,25","0,53","21,7"
algues,"Dulse (Palmaria palmata), séchée ou déshydratée",227,"17,2","22,6","1,33",-,28,-,-,547,"1,1","34,8",32500,241,"12,1",280,6810,"8,95",1660,"4,17",15700,"3,45","83,6","0,37","0,48","4,31","0,4","0,013",92
algues,"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée",224,"8,38","24,2","2,65",-,"34,8",-,"0,74",803,"0,16","13,3",236000,1050,"0,49",761,10600,137,2560,"1,22",393000,-,"15,1","0,21","0,48","1,5",-,"0,081",127
algues,"Kombu breton (Laminaria digitata), séchée ou déshydratée",217,"9,51","25,6","1,13",-,"33,2",-,"0,15",847,"0,48","9,29",486000,800,"0,46",857,4590,-,3150,"4,89",-,"0,32","0,024",-,-,"3,03",-,-,-
algues,"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",239,"10,1","28,3","2,63",-,31,-,-,712,"0,23","2,53",14400,1620,"2,76",104,5970,"6,25",3690,"4,55",6620,"5,5","62,8","0,27","0,46",-,-,-,"60,7"
